Date,HDFC_Adj_Close,HDFC_Returns,HDFC_Close,HDFC_High,HDFC_Low,HDFC_Open,HDFC_Volume,ICICI_Adj_Close,ICICI_Returns,ICICI_Close,ICICI_High,ICICI_Low,ICICI_Open,ICICI_Volume,TCS_Adj_Close,TCS_Returns,TCS_Close,TCS_High,TCS_Low,TCS_Open,TCS_Volume,INFY_Adj_Close,INFY_Returns,INFY_Close,INFY_High,INFY_Low,INFY_Open,INFY_Volume,RELIANCE_Adj_Close,RELIANCE_Returns,RELIANCE_Close,RELIANCE_High,RELIANCE_Low,RELIANCE_Open,RELIANCE_Volume,NIFTY50_Adj_Close,NIFTY_Returns,NIFTY50_Close,NIFTY50_High,NIFTY50_Low,NIFTY50_Open,Set_Type
19-11-2015,245.730957,0.019174068,267.2250061,267.7374878,262.3999939,263.75,3277680,226.1565552,0.022588143,242.1818237,243.6363678,238.7272644,239.0909119,9618626,949.142334,0.004709044,1181.275024,1190.800049,1176,1182.675049,1866906,399.90979,0.02689042,523.9000244,526,511.8999939,515.125,8539622,202.5453186,0.024639307,213.6681213,214.5710297,209.667923,210.0450897,12183206,7842.75,0.014247869,7842.75,7854.899902,7765.450195,7788.5,Train
20-11-2015,246.1792297,0.00182258,267.7124939,270.0625,265,266.2250061,4648160,224.9255829,-0.005457877,240.8636322,245.6818237,239.5454559,240.5454559,9819811,963.5252075,0.015039879,1199.175049,1211.775024,1180.974976,1183.25,2012126,401.6654358,0.004380496,526.2000122,531.5999756,521.0250244,524,6082978,205.1671906,0.012861554,216.4339752,217.7940521,211.565155,213.4966888,11304265,7856.549805,0.001758016,7856.549805,7906.950195,7817.799805,7841.899902,Train
23-11-2015,245.0757599,-0.00449246,266.5125122,268.875,264.7625122,268.5,3408280,225.7745361,0.003767269,241.7727203,243.4090881,233.9090881,241.8181763,12735592,960.5924683,-0.003048401,1195.525024,1206.699951,1191.125,1202.650024,1088082,402.1615601,0.001234406,526.8499756,531.2000122,519,525,5616350,206.6622772,0.007260739,218.0112,218.9598236,216.2854004,217.1540222,10499517,7849.25,-0.000929568,7849.25,7877.5,7825.200195,7869.5,Train
24-11-2015,244.6849365,-0.001595977,266.0874939,268.375,265.5249939,266.3125,4002252,223.567276,-0.009824493,239.4090881,241.2727203,236.0454559,239.4090881,11775700,951.3117676,-0.009708408,1183.974976,1196.224976,1182.75,1190.025024,998640,397.3717041,-0.011981774,520.5750122,525.4000244,518.5,525,4325802,209.6850281,0.014520589,221.1999359,222.0914154,217.3940277,217.8397675,14806176,7831.600098,-0.002251142,7831.600098,7870.350098,7812.649902,7837,Train
26-11-2015,244.5930023,-0.000375795,265.9874878,266.75,262.7749939,264.75,8791484,224.1190948,0.002465204,240,243.3636322,239.3181763,239.3181763,13255344,942.3131714,-0.009504167,1172.775024,1191.199951,1168.925049,1188.949951,2915292,401.6654358,0.010747368,526.2000122,529.75,520.0250244,520.4749756,9853968,214.2245483,0.021418217,225.9887543,226.7430878,221.3256683,221.9542694,23805828,7883.799805,0.006643152,7883.799805,7897.100098,7832,7837.149902,Train
27-11-2015,248.1448212,0.014416918,269.8500061,270.5499878,265.2374878,266.2124939,6925072,229.2551727,0.022658091,245.5,246.3636322,240.3636322,241.5909119,11608418,945.4465332,0.003319665,1176.675049,1179.724976,1166.25,1174,1737206,406.9896545,0.013168273,533.1749878,535,522.5,529,5142478,212.1443939,-0.00975761,223.7943573,226.8688049,222.6628723,226.0687561,10891864,7942.700195,0.007443296,7942.700195,7959.299805,7879.450195,7910.600098,Train
30-11-2015,247.7655182,-0.001529724,269.4375,270.25,267.4249878,269.7999878,5247776,232.2264252,0.012877192,248.6818237,252.2727203,243.8181763,243.8181763,16528998,953.5618896,0.008546993,1186.775024,1195.625,1175.074951,1182.5,4100048,415.2145996,0.020007728,543.9500122,549.1500244,528.0999756,535,18105534,209.5550079,-0.012280874,221.0627899,225.0172882,219.9655914,223.6686401,29919205,7935.25,-0.000938433,7935.25,7966,7922.799805,7936.25,Train
01-12-2015,248.9723969,0.004859227,270.75,271.2250061,268.375,269.2625122,1895332,232.5235748,0.00127875,249,251.5909119,248.4545441,250.0454559,6603705,948.8813477,-0.004920569,1180.949951,1189.025024,1178.525024,1181.449951,1721994,411.8177185,-0.008214673,539.5,547.5,536.4749756,544,5898550,209.2950439,-0.001241323,220.7884979,223.7372131,219.7255859,220.354187,12981379,7954.899902,0.002473219,7954.899902,7972.149902,7934.149902,7958.149902,Train
02-12-2015,247.7769928,-0.004812915,269.4500122,273.1749878,267.9624939,272.5,2562284,229.5522919,-0.012860762,245.8181763,250.3636322,244.1363678,249.5909119,7161062,950.2071533,0.001396255,1182.599976,1189.050049,1173.25,1189,1640296,404.8332214,-0.017105637,530.3499756,539.9749756,529.5,539.9749756,6397616,211.9060364,0.012398002,223.542923,223.9429474,220.4684753,220.8684998,7573628,7931.350098,-0.002964806,7931.350098,7979.299805,7910.799805,7976.700195,Train
03-12-2015,247.5356445,-0.000974529,269.1875,270.25,266.8250122,268.125,3807712,225.6471863,-0.017158198,241.6363678,245.5,241,244.2272644,8549273,944.4020996,-0.006127989,1175.375,1186.5,1173.5,1180,2283358,403.7072754,-0.002785134,528.875,532.4000244,524.5250244,530.5,5504726,211.7434998,-0.000767316,223.3714752,226.0573273,222.6628723,222.8457336,11361395,7864.149902,-0.008508829,7864.149902,7912.299805,7853.299805,7902.299805,Train
04-12-2015,243.4320526,-0.016716731,264.7250061,268.3999939,264,268.3999939,5859828,221.9543152,-0.016501084,237.6818237,240,237.0909119,239.1363678,9085607,935.4229126,-0.009553288,1164.199951,1173.650024,1160.550049,1170,1246092,400.3868408,-0.008258868,524.5250244,532.4500122,520.0499878,524.5,8375530,209.1975098,-0.012096807,220.6856232,223.1428986,219.7598724,222.2514191,13443688,7781.899902,-0.010513933,7781.899902,7821.399902,7775.700195,7817.600098,Train
07-12-2015,244.133194,0.002876095,265.4874878,267.7749939,265.2749939,267.0499878,5814808,223.3126221,0.006101109,239.1363678,240.5,237.8181763,240.2727203,5522740,931.9680786,-0.003700176,1159.900024,1171.949951,1157.625,1166.099976,1382604,399.3180847,-0.002672878,523.125,529.5,520,527.6500244,4513870,206.2939453,-0.013976758,217.6226196,222.411438,217.0968781,220.6856232,14483909,7765.399902,-0.002122556,7765.399902,7825.399902,7746.049805,7816.549805,Train
08-12-2015,241.213623,-0.01203101,262.3125,265.4750061,261.75,265.25,4902660,221.9543152,-0.006101109,237.6818237,238.6363678,236.0454559,237.9545441,11624224,935.6637573,0.003957615,1164.5,1174.5,1158.650024,1159.699951,1139964,398.6121216,-0.001769486,522.2000122,531.375,519.6500244,522.5250244,5724372,203.8778839,-0.011780864,215.0739136,217.9769135,213.9767151,216.9025726,7532164,7701.700195,-0.008236847,7701.700195,7771.25,7685.450195,7738.5,Train
09-12-2015,240.7997894,-0.001717105,261.8624878,264.25,261.2124939,261.7749939,3890616,220.2564392,-0.007679073,235.8636322,238.1363678,234.9090881,237.0909119,8129762,951.1916504,0.016459389,1183.824951,1186.400024,1160,1168.949951,5282806,392.4291077,-0.015632914,514.0999756,523.4749756,511.2749939,521.5,6818254,198.4608002,-0.026929606,209.3593292,215.6567993,208.6621552,213.9995728,9174419,7612.5,-0.011649476,7612.5,7702.850098,7606.899902,7695.5,Train
10-12-2015,243.8228455,0.01247608,265.1499939,265.7999878,260.5750122,261.25,6514340,219.8319702,-0.001929018,235.4090881,238.0909119,232.7272644,237.1363678,11053207,957.980835,0.007112205,1192.275024,1195.599976,1176,1184.5,1723988,399.7379761,0.018453369,523.6749878,525.7999878,515.1500244,518.2999878,5587746,205.9255676,0.036923181,217.234024,218.0226288,210.296524,210.867981,18592203,7683.299805,0.009257484,7683.299805,7691.950195,7610,7643.299805,Train
11-12-2015,240.5468903,-0.013526878,261.5874939,265.1499939,260.5,265,3033920,211.6397552,-0.037977921,226.6363678,237.3636322,224.6818237,236.8636322,18851171,958.5636597,0.000608204,1193,1195.974976,1181.625,1191.5,1652378,401.8181458,0.00519034,526.4000244,530.9500122,522.9500122,527,5390198,206.4889526,0.002732131,217.8283386,219.2112732,215.5310822,217.5540466,18155513,7610.450195,-0.009526789,7610.450195,7703.049805,7575.299805,7699.600098,Train
14-12-2015,242.5469971,0.008280453,263.7625122,264.9624939,260.0249939,260.25,5878016,211.3850861,-0.001204039,226.3636322,229.0454559,222.7272644,224.8181763,13279719,955.5300903,-0.003169721,1189.224976,1193.5,1165.300049,1167.599976,2718532,408.191925,0.015737856,534.75,536.5750122,524.0250244,524.75,4816672,206.9548187,0.00225359,218.3197937,220.2398987,216.2396851,216.605423,10563900,7650.049805,0.00518983,7650.049805,7663.950195,7551.049805,7558.200195,Train
15-12-2015,243.5584869,0.004161612,264.8624878,265.6124878,261.3250122,263.25,4557416,209.1778564,-0.010496645,224,225.3636322,220.9545441,225.3636322,13675557,954.4855347,-0.001093767,1187.925049,1192.5,1181.525024,1189.224976,1135868,411.2643127,0.007498636,538.7750244,539.5499878,529.4000244,536.625,5431808,211.461853,0.021544116,223.0743256,223.542923,217.9883423,218.7541046,15718833,7700.899902,0.006625034,7700.899902,7705,7625.100098,7659.149902,Train
16-12-2015,245.3631592,0.007382289,266.8250122,268.3374939,264.8374939,265.75,6842768,213.9743347,0.022671199,229.1363678,230.4545441,221.5,224.7727203,18885293,967.5622559,0.013607282,1204.199951,1207.25,1192,1192,1435934,418.2488403,0.016840463,547.9249878,549,541.7000122,541.7000122,5495852,212.0577087,0.00281383,223.7029266,225.7373199,222.5257263,223.0743256,12097338,7750.899902,0.006471761,7750.899902,7776.600098,7715.75,7725.25,Train
17-12-2015,248.3402405,0.012060348,270.0625,271,266.25,268.4750061,4878012,214.9081268,0.004354543,230.1363678,232.0909119,227.3636322,230.8636322,17692297,980.1574097,0.012933411,1219.875,1222.5,1196.675049,1207.5,1618844,422.542572,0.010213637,553.5499878,554.9000244,544,550,4958782,218.7857361,0.031234428,230.8004303,232.0119324,223.5543518,224.0229492,19369032,7844.350098,0.011984587,7844.350098,7852.899902,7737.549805,7783.049805,Train
18-12-2015,246.6735382,-0.006733989,268.25,271.25,267.125,271.25,3172128,212.3189087,-0.012121189,227.3636322,230,227.1363678,229.1818237,14450734,970.9369507,-0.009451647,1208.400024,1217.099976,1200.324951,1210,3024970,413.4015808,-0.021870733,541.5750122,551.7000122,539.7249756,551.7000122,7219820,214.928772,-0.017786197,226.7316589,230.6404266,226.297348,229.4517975,16016139,7761.950195,-0.010559924,7761.950195,7836.149902,7753.350098,7828.899902,Train
21-12-2015,247.225235,0.002234049,268.8500061,269.9750061,267.2625122,267.9375,3097500,219.1952667,0.031873531,234.7272644,235.9090881,227.2727203,227.3636322,14307700,982.8287354,0.012173345,1223.199951,1225,1203.425049,1209.974976,1610104,421.1494446,0.018568275,551.7249756,553.7000122,532.9749756,538.5,4331012,214.9721375,0.000201746,226.7773743,228.354599,225.0058594,225.8173218,12331769,7834.450195,0.009297084,7834.450195,7840.75,7733.450195,7745.649902,Train
22-12-2015,245.1677246,-0.008357237,266.6124878,269.125,266,268.625,2429536,220.3413239,0.005214855,235.9545441,239.5454559,233.1363678,233.1818237,21342967,966.2167969,-0.017046642,1202.525024,1220,1200,1220,1560858,413.6305847,-0.018014478,541.875,548.7249756,540.0499878,548.7249756,4109254,213.9320374,-0.004850044,225.6801758,229.1774902,224.9258423,226.9373779,11579277,7786.100098,-0.006190595,7786.100098,7846.299805,7776.850098,7829.399902,Train
23-12-2015,246.9263763,0.007147654,268.5249939,269.4874878,267.2875061,268.1499939,3013968,222.2938843,0.008822493,238.0454559,239.0454559,235.5454559,236,11533960,974.5525513,0.008590207,1212.900024,1217.5,1205.275024,1207.5,849834,420.1571655,0.015655577,550.4249878,551.25,543.5250244,547.5250244,2870928,217.507309,0.016574072,229.4517975,230.1604004,226.297348,226.7088013,12919467,7865.950195,0.010203237,7865.950195,7871.450195,7826.100098,7830.450195,Train
24-12-2015,246.9034271,-9.29E-05,268.5,269.1000061,267.0750122,269.0499878,2146352,218.9830475,-0.015005991,234.5,239.6363678,233.9090881,239.0909119,6097366,977.9476318,0.003477678,1217.125,1219.099976,1202,1210.5,843160,418.4396057,-0.004096277,548.1749878,552.2249756,545.0499878,551.0250244,1230054,216.8030853,-0.003242954,228.7088928,230.2289734,227.7374268,229.4746552,11901877,7861.049805,-0.000623182,7861.049805,7888.75,7835.5,7888.75,Train
28-12-2015,247.6506042,0.003021622,269.3125,269.9750061,266.9375,268.5,7755428,224.1615601,0.023372724,240.0454559,240.9090881,236.3636322,236.4090881,12041784,989.3776245,0.011619961,1231.349976,1233.199951,1210.099976,1214,3704198,421.6456604,0.007632726,552.375,555,545,545,5526952,218.9374695,0.009796661,230.9604492,231.7261963,228.5831757,228.7203217,12885935,7925.149902,0.008121074,7925.149902,7937.200195,7863,7863.200195,Train
29-12-2015,247.8114929,0.000649449,269.4874878,269.9624939,267.8250122,269.7374878,4231612,224.7557983,0.00264743,240.6818237,242.2727203,237.7272644,240,9054719,986.6052246,-0.002806099,1227.900024,1232.650024,1222.875,1229.175049,1708524,421.6264343,-4.56E-05,552.3499756,555,548.6500244,550.625,3345062,220.0208588,0.004936193,232.103363,232.8576813,230.2175446,230.9604492,14913870,7928.950195,0.000479408,7928.950195,7942.149902,7902.75,7929.200195,Train
30-12-2015,246.9723969,-0.003391771,268.5750122,270.4874878,268.1375122,270,2112560,222.7183533,-0.009106488,238.5,240.4090881,237.9545441,239.3181763,10025565,971.5397949,-0.015387754,1209.150024,1229.5,1206.150024,1226.525024,1605762,414.6039124,-0.016796059,543.1500244,553.2999878,541.5,550.5499878,5153970,217.6590118,-0.010792682,229.6118011,232.240509,229.0403442,232.0119324,8151610,7896.25,-0.00413268,7896.25,7944.75,7889.850098,7938.600098,Train
31-12-2015,248.7770386,0.007280491,270.5375061,271.2250061,268.75,268.75,9290008,221.8694153,-0.003818994,237.5909119,239.8636322,236.5,238.2727203,8546444,978.9923096,0.007641557,1218.425049,1224.25,1203.75,1207.875,1240318,421.8937378,0.01742984,552.7000122,554.9749756,543.5,545.0750122,7943938,219.8475189,0.010004538,231.9204865,233.0862732,228.3774567,229.3603668,18483713,7946.350098,0.006324753,7946.350098,7955.549805,7891.149902,7897.799805,Train
01-01-2016,250.294342,0.006080525,272.1875,272.5625,269.0375061,270.6000061,3195076,223.2701721,0.006293583,239.0909119,239.6363678,234.5454559,237.5454559,5998096,970.7764893,-0.008427531,1208.199951,1219.5,1206.125,1219.5,712262,421.8363953,-0.000135926,552.625,554.4749756,546.5999756,550,1806550,220.0100403,0.000738973,232.0919342,232.9033966,230.4575653,230.823288,5416562,7946.350098,0,7946.350098,7955.549805,7891.149902,7897.799805,Train
04-01-2016,246.0987701,-0.016904633,267.625,271,267.0249939,271,5187536,216.9456024,-0.02873593,232.3181763,237.5909119,231.5,237.2727203,9435792,951.9750977,-0.019557379,1184.800049,1207,1183.025024,1205.074951,1870184,411.7796326,-0.024129216,539.4500122,551.2249756,538.0250244,549.9749756,3975362,215.6655121,-0.019944531,227.5088348,231.7376251,225.5430145,229.7260895,30170947,7791.299805,-0.019705015,7791.299805,7937.549805,7781.100098,7924.549805,Train
05-01-2016,244.2366943,-0.007595146,265.6000061,268.7000122,265.3374939,267.5499878,3160872,217.9218597,0.004489915,233.3636322,234.0909119,228.8181763,232.9545441,8966977,943.6787109,-0.008753117,1174.474976,1193.300049,1170.5,1192.5,2678020,409.9285889,-0.004505363,537.0250244,542.75,531.125,542.75,4949786,217.7998505,0.009847872,229.760376,230.8690033,227.8974304,228.6517487,14946239,7784.649902,-0.000853868,7784.649902,7831.200195,7763.25,7828.399902,Train
06-01-2016,245.3171387,0.004414003,266.7749939,269.1875,264.1625061,264.1625061,4165536,212.3189087,-0.026047126,227.3636322,233.4090881,226.5454559,232.1818237,17416181,956.7956543,0.013804082,1190.800049,1193.074951,1175.099976,1175.099976,2653228,408.134613,-0.004385917,534.6749878,537.3250122,529.4500122,537.3250122,5588328,223.6611176,0.026555514,235.9435577,237.3607788,228.6746063,230.3204041,26759864,7741,-0.005622955,7741,7800.950195,7721.200195,7788.049805,Train
07-01-2016,242.8113251,-0.010267115,264.0499878,266.2250061,262.4249878,265.0249939,6055428,209.4749298,-0.013485365,224.3181763,225.1818237,221,224,18240712,952.6376343,-0.004355247,1185.625,1191.449951,1180,1185,3199580,401.054718,-0.017499182,525.4000244,533.9500122,523.9500122,530.0250244,5294088,219.5549774,-0.018529371,231.611908,234.9835052,230.4232788,233.3948517,19739943,7568.299805,-0.022562432,7568.299805,7674.950195,7556.600098,7673.350098,Train
08-01-2016,244.2251587,0.00580588,265.5874939,266.125,264.3125,265.4874878,3488356,208.0317535,-0.006913336,222.7727203,225.2727203,221.3181763,222.2727203,14404391,963.2236328,0.011051015,1198.800049,1203.675049,1186.25,1192.5,1907544,405.8256226,0.011825694,531.6500244,533.7000122,527.75,530.75,3156716,222.2635193,0.012261034,234.4691925,236.1035614,232.4005127,233.1548462,21313199,7601.350098,0.00435743,7601.350098,7634.100098,7581.049805,7611.649902,Train
11-01-2016,243.3630829,-0.003536085,264.6499939,265.25,261.3250122,263.0125122,3288912,203.2777252,-0.023117581,217.6818237,221.7272644,216.4090881,219.9090881,14208668,949.0622559,-0.014811212,1181.175049,1192,1174.425049,1191.25,2930228,402.9248657,-0.007173459,527.8499756,534.9749756,526.0499878,528.1500244,5360622,227.8648071,0.0248888,240.378067,242.4810333,231.0975952,232.2290802,29016443,7563.850098,-0.004945543,7563.850098,7605.100098,7494.350098,7527.450195,Train
12-01-2016,240.684845,-0.011066116,261.7374878,265.9750061,260.875,265.9750061,4258736,200.9855804,-0.011339982,215.2272644,219.8636322,214.1818237,219.0909119,11895899,934.8806763,-0.015055496,1163.525024,1182.5,1150.800049,1181.349976,3482594,400.7303772,-0.005461282,524.9749756,531.4749756,515.4249878,531,6565212,226.5322266,-0.005865286,238.97229,243.5325165,237.977951,241.1552582,23373377,7510.299805,-0.007104947,7510.299805,7588.299805,7487.799805,7587.200195,Train
13-01-2016,243.7194061,0.012529208,265.0375061,265.6875,259.25,263,4515148,203.3201599,0.011548713,217.7272644,220.8181763,210.0909119,216.1818237,18215710,915.6567993,-0.020777281,1139.599976,1163.5,1127.550049,1158.5,4746092,413.4970703,0.031361604,541.7000122,545.5,524.0499878,528.5,8751294,233.3360748,0.02959258,246.1497955,249.098526,239.3722992,240.7209473,71802356,7562.399902,0.006913201,7562.399902,7590.950195,7425.799805,7557.899902,Train
14-01-2016,241.3285828,-0.00985817,262.4375,264.3500061,259.875,262.5375061,6279184,200.1366577,-0.015781457,214.3181763,218,210.7272644,212.9090881,14600781,915.4967041,-0.000174857,1139.400024,1149.449951,1125,1136.5,2742052,432.4276428,0.044764583,566.5,577.5,527.1749878,533,30227006,230.0424805,-0.014215806,242.6753235,247.0984192,240.7095184,243.1782074,27823189,7536.799805,-0.003390924,7536.799805,7604.799805,7443.799805,7467.399902,Train
15-01-2016,239.5814056,-0.007266162,260.5375061,263.8624878,259.5249939,262,5417260,190.5436859,-0.049118931,204.0454559,214.8181763,201.5909119,214.1818237,22333902,908.385498,-0.007797918,1130.550049,1145.849976,1127.5,1144.425049,3269408,435.0610657,0.00607139,569.9500122,582,568.7750244,574,13036614,232.5668335,0.01091365,245.3383179,249.0413666,243.5782318,244.5268555,28767318,7437.799805,-0.013222583,7437.799805,7566.5,7427.299805,7561.649902,Train
18-01-2016,235.834137,-0.015764509,256.4624939,260.3624878,255.25,258.9125061,6495388,189.3976135,-0.00603291,202.8181763,207.9090881,198,203.8181763,30239009,915.0343628,0.007292774,1138.824951,1145.949951,1130,1131,2213922,432.0079041,-0.007042518,565.9500122,581.0499878,564.1749878,569.9500122,10066612,220.3350525,-0.054028286,232.4347992,247.7727356,230.4347076,245.7269135,27254669,7351,-0.011738722,7351,7463.649902,7336.399902,7420.350098,Train
19-01-2016,238.1215973,0.009652708,258.9500122,259.3875122,256.5750122,256.7999878,6405212,194.1940918,0.025009552,207.9545441,210.2272644,204.2272644,204.2272644,16222439,915.6973267,0.000724261,1139.650024,1150,1134.150024,1138.5,967910,434.9657593,0.006823429,569.8250122,579.4749756,564.2750244,567.5,7500436,226.1313324,0.025966594,238.549408,239.9666138,231.8061981,235.2120972,21489315,7435.100098,0.011375685,7435.100098,7462.75,7364.149902,7381.799805,Train
20-01-2016,234.098465,-0.017039639,254.5749969,277,251.9750061,256.25,9563588,190.501236,-0.019199449,204,207.1818237,200.0909119,204.4545441,14353478,916.0187988,0.000351006,1140.050049,1142.5,1121.5,1136.900024,1615954,427.9431458,-0.016276964,560.625,580,558.5,567,7507998,217.6698303,-0.038136572,229.62323,236.56073,226.297348,236.56073,45114225,7309.299805,-0.01706456,7309.299805,7470.899902,7241.5,7357,Train
21-01-2016,235.1789703,0.004604983,255.75,258.3125,253.3500061,255.25,6300804,192.114212,0.008431367,205.7272644,212.2727203,203.8181763,207.7272644,15665863,907.9243774,-0.008875797,1127.25,1144.949951,1122.875,1142.5,2675536,433.9734192,0.013992936,568.5250244,571.25,561,567.5,6743000,213.2603149,-0.02046582,224.9715576,234.4691925,223.2571869,232.5948181,31768619,7276.799805,-0.004456305,7276.799805,7398.700195,7250,7376.649902,Train
22-01-2016,236.857193,0.007110598,257.5750122,261.0625,255.5124969,256.4249878,4236284,197.589859,0.028103414,211.5909119,213.5454559,208.9090881,211.4545441,15148522,924.5361328,0.018131043,1147.875,1151.025024,1130,1136.5,1343178,433.6681213,-0.000703742,568.125,576.25,565.5,574.0499878,6436018,217.5831604,0.020067569,229.5317993,231.0975952,227.223114,227.223114,23682648,7422.450195,0.019818039,7422.450195,7433.399902,7327.600098,7355.700195,Train
25-01-2016,239.3514862,0.010475727,260.2875061,261.6749878,258.2625122,259.9874878,10143884,200.3913116,0.01407855,214.5909119,216.8181763,212.9090881,214.5,17137268,928.1201172,0.003869027,1152.324951,1169.5,1145.75,1150.949951,1397560,434.2025146,0.001231505,568.8250122,573.4249878,562.2750244,570.125,4579262,217.5398254,-0.000199185,229.486084,232.8691101,228.5831757,230.8690033,13099564,7436.149902,0.001844011,7436.149902,7487.149902,7421.200195,7468.75,Train
